EventType;Timestamp;DeviceID;User  ID;Details;Value;fl_work;work_time_per
ОшибкаЖесткогоДиска;17.10.2023 13:18;Банкомат96;Пользователь99;Ошибка жесткого диска в Банкомат96;Ошибка чтения;0;97
СбросНастроек;17.10.2023 13:20;Банкомат82;Пользователь93;Сброс настроек в Банкомат82;Настройки сброшены;1;79
ОжиданиеПользователя;17.10.2023 13:21;Банкомат64;Пользователь57;Ожидание действия от пользователя в Банкомат64;;0;91
ПроверкаБаланс;17.10.2023 13:22;Банкомат30;Пользователь73;Проверка баланса пользователем Пользователь73 в Банкомат30;1358;0;50
ЗаполнениеКассеты;17.10.2023 13:23;Банкомат49;Пользователь4;Кассета заполнена в Банкомат49;1647;0;98
ВосстановлениеСвязи;17.10.2023 13:26;Банкомат84;Пользователь53;Связь восстановлена в Банкомат84;;1;67
ОтказВОбслуживании;17.10.2023 13:28;Банкомат83;Пользователь72;Отказ в обслуживании в Банкомат83;Техническая ошибка;1;59
ОшибкаОбновления;17.10.2023 13:32;Банкомат60;Пользователь15;Ошибка обновления в Банкомат60;Ошибка совместимости;1;80
ЗаменаКартриджа;17.10.2023 13:35;Банкомат69;Пользователь90;Замена картриджа в Банкомат69;Успешно;1;83
ЗагрузкаПроцессораВысокая;17.10.2023 13:35;Банкомат55;Пользователь55;Высокая загрузка процессора в Банкомат55;97;0;95
ОшибкаТехническая;17.10.2023 13:38;Банкомат51;Пользователь71;Техническая ошибка в Банкомат51;Ошибка связи;1;63
АварийноеВыключение;17.10.2023 13:41;Банкомат35;Пользователь53;Аварийное отключение устройства Банкомат35;Устройство отключено;1;78
ОшибкаЖесткогоДиска;17.10.2023 13:44;Банкомат90;Пользователь94;Ошибка жесткого диска в Банкомат90;Нет свободного места;0;61
СостояниеКартриджа;17.10.2023 13:46;Банкомат66;Пользователь40;Состояние картриджа проверено в Банкомат66;Полный;1;79
СостояниеУстройстваИзменено;17.10.2023 13:47;Банкомат56;Пользователь80;Состояние устройства Банкомат56 изменилось;Открыто;1;78
СбросНастроек;17.10.2023 13:49;Банкомат92;Пользователь9;Сброс настроек в Банкомат92;Настройки сброшены;0;97
ОшибкаЖесткогоДиска;17.10.2023 13:52;Банкомат22;Пользователь48;Ошибка жесткого диска в Банкомат22;Ошибка чтения;1;68
СостояниеКартриджа;17.10.2023 13:53;Банкомат81;Пользователь64;Состояние картриджа проверено в Банкомат81;Пустой;0;61
ТестированиеСистемы;17.10.2023 13:57;Банкомат40;Пользователь63;Тестирование системы в Банкомат40;Некоторые системы не работают;0;94
ОбслуживаниеТребуется;17.10.2023 13:59;Банкомат46;Пользователь20;Требуется обслуживание Банкомат46;Техническое;1;98
ОшибкаСети;17.10.2023 14:01;Банкомат2;Пользователь5;Ошибка сети в Банкомат2;Потеря пакетов;0;54
ОшибкаВыдачиНаличности;17.10.2023 14:04;Банкомат97;Пользователь84;Ошибка выдачи наличности в Банкомат97;Ошибка механизма;0;76
ПроверкаСостоянияСвязи;17.10.2023 14:06;Банкомат88;Пользователь37;Проверка состояния связи в Банкомат88;Хорошее;0;57
ОшибкаВыдачиНаличности;17.10.2023 14:09;Банкомат46;Пользователь3;Ошибка выдачи наличности в Банкомат46;Ошибка механизма;0;55
ОшибкаПриемаКупюр;17.10.2023 14:12;Банкомат68;Пользователь50;Ошибка приема купюр в Банкомат68;Купюра повреждена;1;92
ПроверкаКассеты;17.10.2023 14:16;Банкомат100;Пользователь25;Проверка состояния кассеты в Банкомат100;Хорошее;0;74
ЗажеваннаяКупюра;17.10.2023 14:16;Банкомат64;Пользователь24;Купюра зажевана в Банкомат64;1000;0;54
ОбработкаЗапроса;17.10.2023 14:17;Банкомат85;Пользователь96;Обработка запроса пользователя Пользователь96 в Банкомат85;;1;53
ПроверкаСостоянияСвязи;17.10.2023 14:19;Банкомат27;Пользователь60;Проверка состояния связи в Банкомат27;Хорошее;0;60
ВыходПользователя;17.10.2023 14:23;Банкомат71;Пользователь81;Пользователь Пользователь81 вышел из системы в Банкомат71;;1;75
ОшибкаПечати;17.10.2023 14:25;Банкомат99;Пользователь78;Ошибка печати в Банкомат99;Ошибка механизма;0;79
СигнализацияОшибки;17.10.2023 14:29;Банкомат3;Пользователь17;Сигнализация ошибки в Банкомат3;Ошибка механизма;1;62
ОшибкаСинхронизацииДанных;17.10.2023 14:30;Банкомат57;Пользователь7;Ошибка синхронизации данных в Банкомат57;Проблема с сетью;0;80
СостояниеКартриджа;17.10.2023 14:35;Банкомат46;Пользователь66;Состояние картриджа проверено в Банкомат46;Пустой;0;94
ПроверкаКассеты;17.10.2023 14:40;Банкомат72;Пользователь48;Проверка состояния кассеты в Банкомат72;Хорошее;0;96
ТестированиеСистемы;17.10.2023 14:42;Банкомат27;Пользователь34;Тестирование системы в Банкомат27;Некоторые системы не работают;0;54
ПерезагрузкаУстройства;17.10.2023 14:43;Банкомат46;Пользователь45;Устройство Банкомат46 перезагружено;;0;87
СнятиеНаличными;17.10.2023 14:45;Банкомат1;Пользователь12;Пользователь Пользователь12 снял 328 рублей с Банкомат1;328;0;92
ОшибкаЖесткогоДиска;17.10.2023 14:47;Банкомат64;Пользователь48;Ошибка жесткого диска в Банкомат64;Ошибка чтения;0;88
ТестированиеУстройства;17.10.2023 14:50;Банкомат6;Пользователь28;Тестирование устройства Банкомат6 завершено;Не удалось;1;69
ОжиданиеПользователя;17.10.2023 14:55;Банкомат3;Пользователь87;Ожидание действия от пользователя в Банкомат3;;1;91
ВходПользователя;17.10.2023 14:55;Банкомат32;Пользователь34;Пользователь Пользователь34 вошел в систему в Банкомат32;;1;60
ОшибкаСинхронизацииДанных;17.10.2023 14:55;Банкомат52;Пользователь71;Ошибка синхронизации данных в Банкомат52;Неверные данные;0;91
ЗажеваннаяКупюра;17.10.2023 14:59;Банкомат61;Пользователь76;Купюра зажевана в Банкомат61;100;1;78
ТестированиеУстройства;17.10.2023 15:01;Банкомат61;Пользователь61;Тестирование устройства Банкомат61 завершено;Не удалось;0;99
ПроверкаСостоянияКлавиатуры;17.10.2023 15:02;Банкомат98;Пользователь76;Проверка состояния клавиатуры в Банкомат98;Клавиатура работает;1;99
ОбновлениеБезопасности;17.10.2023 15:02;Банкомат72;Пользователь95;Обновление систем безопасности в Банкомат72;Успешно;1;57
ПроверкаКассеты;17.10.2023 15:05;Банкомат28;Пользователь69;Проверка состояния кассеты в Банкомат28;Хорошее;0;82
ПроверкаБаланс;17.10.2023 15:07;Банкомат89;Пользователь26;Проверка баланса пользователем Пользователь26 в Банкомат89;3969;0;55
ТестированиеСистемы;17.10.2023 15:09;Банкомат46;Пользователь90;Тестирование системы в Банкомат46;Некоторые системы не работают;1;82
ПроверкаБаланс;17.10.2023 15:11;Банкомат6;Пользователь65;Проверка баланса пользователем Пользователь65 в Банкомат6;499;1;99
СигнализацияОшибки;17.10.2023 15:13;Банкомат76;Пользователь58;Сигнализация ошибки в Банкомат76;Ошибка механизма;1;71
ПроверкаЖесткогоДиска;17.10.2023 15:14;Банкомат35;Пользователь36;Проверка жесткого диска в Банкомат35;87;1;96
ЗаполнениеКассеты;17.10.2023 15:18;Банкомат99;Пользователь7;Кассета заполнена в Банкомат99;1488;0;95
ОшибкаКарт;17.10.2023 15:19;Банкомат47;Пользователь91;Ошибка при считывании карты в Банкомат47;Карта не распознана;0;73
ВнесениеНаличных;17.10.2023 15:24;Банкомат3;Пользователь69;Пользователь Пользователь69 внес 493 рублей в Банкомат3;493;1;91
ТестированиеУстройства;17.10.2023 15:24;Банкомат21;Пользователь42;Тестирование устройства Банкомат21 завершено;Не удалось;1;67
СостояниеКартриджа;17.10.2023 15:29;Банкомат40;Пользователь45;Состояние картриджа проверено в Банкомат40;Пустой;0;97
ВосстановлениеСвязи;17.10.2023 15:31;Банкомат15;Пользователь69;Связь восстановлена в Банкомат15;;0;73
ПроверкаЭнергоснабжения;17.10.2023 15:32;Банкомат2;Пользователь13;Проверка состояния энергоснабжения в Банкомат2;Энергоснабжение в порядке;1;100
ВходПользователя;17.10.2023 15:34;Банкомат24;Пользователь83;Пользователь Пользователь83 вошел в систему в Банкомат24;;0;55
ПроверкаБаланс;17.10.2023 15:35;Банкомат14;Пользователь24;Проверка баланса пользователем Пользователь24 в Банкомат14;3393;1;78
СбросНастроек;17.10.2023 15:36;Банкомат83;Пользователь66;Сброс настроек в Банкомат83;Настройки сброшены;1;100
ПроверкаКассеты;17.10.2023 15:38;Банкомат68;Пользователь67;Проверка состояния кассеты в Банкомат68;Хорошее;1;68
СигнализацияОшибки;17.10.2023 15:42;Банкомат19;Пользователь51;Сигнализация ошибки в Банкомат19;Ошибка связи;1;54
ОбслуживаниеТребуется;17.10.2023 15:44;Банкомат6;Пользователь20;Требуется обслуживание Банкомат6;Техническое;0;91
АварийноеВыключение;17.10.2023 15:46;Банкомат24;Пользователь89;Аварийное отключение устройства Банкомат24;Устройство отключено;0;58
ПроверкаСостоянияСвязи;17.10.2023 15:47;Банкомат37;Пользователь91;Проверка состояния связи в Банкомат37;Хорошее;1;74
ЗаменаКартриджа;17.10.2023 15:50;Банкомат25;Пользователь66;Замена картриджа в Банкомат25;Не удалось;1;59
СбросНастроек;17.10.2023 15:52;Банкомат16;Пользователь23;Сброс настроек в Банкомат16;Настройки сброшены;1;58
Предупреждение;17.10.2023 15:53;Банкомат98;Пользователь62;Предупреждение в Банкомат98;Низкий уровень наличных;0;50
СнятиеНаличными;17.10.2023 15:57;Банкомат87;Пользователь35;Пользователь Пользователь35 снял 227 рублей с Банкомат87;227;1;53
ТестированиеСистемы;17.10.2023 15:58;Банкомат15;Пользователь88;Тестирование системы в Банкомат15;Все системы работают;1;53
ПроверкаЖесткогоДиска;17.10.2023 16:01;Банкомат37;Пользователь57;Проверка жесткого диска в Банкомат37;64;0;56
ОбработкаЗапроса;17.10.2023 16:02;Банкомат72;Пользователь98;Обработка запроса пользователя Пользователь98 в Банкомат72;;0;93
УстановкаОбновлений;17.10.2023 16:07;Банкомат87;Пользователь59;Установка обновлений в Банкомат87;Не удалось;0;66
СбросНастроек;17.10.2023 16:07;Банкомат32;Пользователь72;Сброс настроек в Банкомат32;Настройки сброшены;1;55
ПроверкаСостоянияКарт;17.10.2023 16:10;Банкомат6;Пользователь8;Проверка состояния карт в Банкомат6;Некоторые карты повреждены;1;98
ВосстановлениеСвязи;17.10.2023 16:14;Банкомат40;Пользователь43;Связь восстановлена в Банкомат40;;0;73
СостояниеУстройстваИзменено;17.10.2023 16:16;Банкомат3;Пользователь12;Состояние устройства Банкомат3 изменилось;Открыто;0;85
ПроверкаСистемныхЛогов;17.10.2023 16:19;Банкомат64;Пользователь74;Проверка системных логов в Банкомат64;Ошибок не найдено;1;89
ВыходПользователя;17.10.2023 16:24;Банкомат91;Пользователь80;Пользователь Пользователь80 вышел из системы в Банкомат91;;0;50
ПроверкаСистемныхЛогов;17.10.2023 16:29;Банкомат69;Пользователь78;Проверка системных логов в Банкомат69;Найдены ошибки;0;53
СигнализацияОшибки;17.10.2023 16:32;Банкомат22;Пользователь61;Сигнализация ошибки в Банкомат22;Ошибка связи;0;94
ОшибкаТехническая;17.10.2023 16:36;Банкомат13;Пользователь46;Техническая ошибка в Банкомат13;Ошибка питания;0;56
ТестированиеСистемы;17.10.2023 16:38;Банкомат40;Пользователь54;Тестирование системы в Банкомат40;Все системы работают;0;56
СостояниеКартриджа;17.10.2023 16:39;Банкомат13;Пользователь36;Состояние картриджа проверено в Банкомат13;Пустой;0;53
ОшибкаСети;17.10.2023 16:43;Банкомат44;Пользователь20;Ошибка сети в Банкомат44;Потеря пакетов;1;67
ВосстановлениеСвязи;17.10.2023 16:46;Банкомат63;Пользователь70;Связь восстановлена в Банкомат63;;0;81
ОшибкаТехническая;17.10.2023 16:48;Банкомат90;Пользователь94;Техническая ошибка в Банкомат90;Ошибка связи;0;69
ПроверкаБаланс;17.10.2023 16:48;Банкомат10;Пользователь93;Проверка баланса пользователем Пользователь93 в Банкомат10;3737;1;82
Предупреждение;17.10.2023 16:49;Банкомат96;Пользователь90;Предупреждение в Банкомат96;Ошибка связи;1;95
ОбработкаЗапроса;17.10.2023 16:50;Банкомат74;Пользователь50;Обработка запроса пользователя Пользователь50 в Банкомат74;;1;78
СостояниеПриемаКупюр;17.10.2023 16:52;Банкомат29;Пользователь10;Состояние устройства приема купюр в Банкомат29 проверено;Работает;1;99
ОтказВОбслуживании;17.10.2023 16:56;Банкомат6;Пользователь30;Отказ в обслуживании в Банкомат6;Техническая ошибка;0;65
ОшибкаПриемаКупюр;17.10.2023 16:56;Банкомат63;Пользователь17;Ошибка приема купюр в Банкомат63;Купюра повреждена;0;74
ОшибкаСинхронизацииДанных;17.10.2023 17:00;Банкомат22;Пользователь94;Ошибка синхронизации данных в Банкомат22;Проблема с сетью;0;86
ЗажеваннаяКупюра;17.10.2023 17:04;Банкомат18;Пользователь7;Купюра зажевана в Банкомат18;1000;1;88
УстановкаОбновлений;17.10.2023 17:06;Банкомат35;Пользователь6;Установка обновлений в Банкомат35;Не удалось;0;59
ОшибкаВыдачиНаличности;17.10.2023 17:09;Банкомат12;Пользователь23;Ошибка выдачи наличности в Банкомат12;Ошибка механизма;0;62
ОшибкаСети;17.10.2023 17:09;Банкомат90;Пользователь41;Ошибка сети в Банкомат90;Нет соединения;0;74
ЗаменаКассеты;17.10.2023 17:14;Банкомат61;Пользователь78;Кассета заменена в Банкомат61;1843;1;52
ВыходПользователя;17.10.2023 17:16;Банкомат90;Пользователь19;Пользователь Пользователь19 вышел из системы в Банкомат90;;1;65
СостояниеУстройстваИзменено;17.10.2023 17:18;Банкомат16;Пользователь59;Состояние устройства Банкомат16 изменилось;Закрыто;0;56
ОшибкаПечати;17.10.2023 17:21;Банкомат26;Пользователь93;Ошибка печати в Банкомат26;Нет бумаги;0;87
ВнесениеНаличных;17.10.2023 17:22;Банкомат81;Пользователь57;Пользователь Пользователь57 внес 613 рублей в Банкомат81;613;0;66
ОбслуживаниеТребуется;17.10.2023 17:23;Банкомат6;Пользователь77;Требуется обслуживание Банкомат6;Профилактическое;0;60
ЗаменаКартриджа;17.10.2023 17:28;Банкомат55;Пользователь7;Замена картриджа в Банкомат55;Успешно;0;94
ОшибкаВыдачиНаличности;17.10.2023 17:31;Банкомат23;Пользователь3;Ошибка выдачи наличности в Банкомат23;Купюры отсутствуют;1;94
ОшибкаСети;17.10.2023 17:32;Банкомат87;Пользователь49;Ошибка сети в Банкомат87;Нет соединения;0;71
ВнесениеНаличных;17.10.2023 17:34;Банкомат69;Пользователь61;Пользователь Пользователь61 внес 209 рублей в Банкомат69;209;0;66
ОшибкаПриемаКупюр;17.10.2023 17:38;Банкомат6;Пользователь70;Ошибка приема купюр в Банкомат6;Купюра зажевана;0;58
ОбновлениеБезопасности;17.10.2023 17:43;Банкомат88;Пользователь17;Обновление систем безопасности в Банкомат88;Успешно;0;56
ПроверкаЭнергоснабжения;17.10.2023 17:46;Банкомат5;Пользователь70;Проверка состояния энергоснабжения в Банкомат5;Проблемы с энергоснабжением;1;87
ПроверкаКассеты;17.10.2023 17:49;Банкомат87;Пользователь3;Проверка состояния кассеты в Банкомат87;Нуждается в замене;0;81
ВыходПользователя;17.10.2023 17:51;Банкомат1;Пользователь21;Пользователь Пользователь21 вышел из системы в Банкомат1;;1;51
ОшибкаОбновления;17.10.2023 17:53;Банкомат43;Пользователь47;Ошибка обновления в Банкомат43;Ошибка сети;0;71
ПроверкаБаланс;17.10.2023 17:55;Банкомат7;Пользователь11;Проверка баланса пользователем Пользователь11 в Банкомат7;2114;1;66
ОшибкаСети;17.10.2023 17:59;Банкомат98;Пользователь80;Ошибка сети в Банкомат98;Нет соединения;1;86
ПроверкаКассеты;17.10.2023 18:03;Банкомат100;Пользователь63;Проверка состояния кассеты в Банкомат100;Хорошее;1;58
ОбновлениеПрограммногоОбеспечения;17.10.2023 18:06;Банкомат21;Пользователь90;Обновление ПО в Банкомат21;Не удалось;1;84
ОбслуживаниеТребуется;17.10.2023 18:07;Банкомат86;Пользователь89;Требуется обслуживание Банкомат86;Профилактическое;1;100
ВнесениеНаличных;17.10.2023 18:11;Банкомат82;Пользователь69;Пользователь Пользователь69 внес 837 рублей в Банкомат82;837;0;97
ЗажеваннаяКупюра;17.10.2023 18:16;Банкомат82;Пользователь58;Купюра зажевана в Банкомат82;100;0;67
ОшибкаКарт;17.10.2023 18:20;Банкомат7;Пользователь41;Ошибка при считывании карты в Банкомат7;Карта повреждена;1;72
ПроверкаСистемныхЛогов;17.10.2023 18:25;Банкомат83;Пользователь28;Проверка системных логов в Банкомат83;Ошибок не найдено;1;93
ОшибкаКарт;17.10.2023 18:29;Банкомат2;Пользователь73;Ошибка при считывании карты в Банкомат2;Карта повреждена;1;58
АварийноеВыключение;17.10.2023 18:34;Банкомат38;Пользователь30;Аварийное отключение устройства Банкомат38;Устройство отключено;0;72
ЗаменаКассеты;17.10.2023 18:36;Банкомат48;Пользователь98;Кассета заменена в Банкомат48;1811;0;69
ВосстановлениеСвязи;17.10.2023 18:39;Банкомат88;Пользователь61;Связь восстановлена в Банкомат88;;1;71
ПерезагрузкаУстройства;17.10.2023 18:41;Банкомат45;Пользователь73;Устройство Банкомат45 перезагружено;;0;80
ОшибкаПечати;17.10.2023 18:42;Банкомат85;Пользователь93;Ошибка печати в Банкомат85;Ошибка механизма;1;82
СнятиеНаличными;17.10.2023 18:45;Банкомат49;Пользователь3;Пользователь Пользователь3 снял 757 рублей с Банкомат49;757;0;58
ЗаменаКассеты;17.10.2023 18:49;Банкомат15;Пользователь89;Кассета заменена в Банкомат15;1261;1;92
СигнализацияОшибки;17.10.2023 18:53;Банкомат94;Пользователь81;Сигнализация ошибки в Банкомат94;Ошибка связи;1;97
СостояниеКартриджа;17.10.2023 18:54;Банкомат79;Пользователь54;Состояние картриджа проверено в Банкомат79;Пустой;1;93
ТестированиеУстройства;17.10.2023 18:58;Банкомат10;Пользователь25;Тестирование устройства Банкомат10 завершено;Успешно;1;87
ПроверкаСостоянияПечати;17.10.2023 19:01;Банкомат85;Пользователь83;Проверка состояния печати в Банкомат85;Принтер не работает;1;96
ОшибкаОбновления;17.10.2023 19:05;Банкомат87;Пользователь42;Ошибка обновления в Банкомат87;Ошибка сети;0;52
АварийноеВыключение;17.10.2023 19:09;Банкомат56;Пользователь48;Аварийное отключение устройства Банкомат56;Устройство отключено;1;90
ОбновлениеПрограммногоОбеспечения;17.10.2023 19:10;Банкомат85;Пользователь56;Обновление ПО в Банкомат85;Успешно;1;73
СостояниеПриемаКупюр;17.10.2023 19:13;Банкомат89;Пользователь78;Состояние устройства приема купюр в Банкомат89 проверено;Не работает;0;68
ПроверкаБаланс;17.10.2023 19:16;Банкомат68;Пользователь98;Проверка баланса пользователем Пользователь98 в Банкомат68;4774;0;81
ОшибкаЖесткогоДиска;17.10.2023 19:19;Банкомат100;Пользователь29;Ошибка жесткого диска в Банкомат100;Ошибка чтения;1;64
ОшибкаЖесткогоДиска;17.10.2023 19:23;Банкомат59;Пользователь41;Ошибка жесткого диска в Банкомат59;Ошибка чтения;0;85
ПроверкаЭнергоснабжения;17.10.2023 19:24;Банкомат23;Пользователь14;Проверка состояния энергоснабжения в Банкомат23;Энергоснабжение в порядке;0;69
ПроверкаСостоянияСвязи;17.10.2023 19:25;Банкомат16;Пользователь9;Проверка состояния связи в Банкомат16;Хорошее;0;98
ЗагрузкаПроцессораВысокая;17.10.2023 19:27;Банкомат48;Пользователь73;Высокая загрузка процессора в Банкомат48;92;0;82
ПроверкаСостоянияКарт;17.10.2023 19:29;Банкомат35;Пользователь21;Проверка состояния карт в Банкомат35;Некоторые карты повреждены;1;54
ОшибкаКарт;17.10.2023 19:34;Банкомат61;Пользователь78;Ошибка при считывании карты в Банкомат61;Карта не распознана;1;64
ВыходПользователя;17.10.2023 19:36;Банкомат76;Пользователь32;Пользователь Пользователь32 вышел из системы в Банкомат76;;0;92
ВыходПользователя;17.10.2023 19:40;Банкомат72;Пользователь37;Пользователь Пользователь37 вышел из системы в Банкомат72;;1;72
ВосстановлениеСвязи;17.10.2023 19:42;Банкомат71;Пользователь60;Связь восстановлена в Банкомат71;;1;82
ОшибкаОбновления;17.10.2023 19:45;Банкомат5;Пользователь59;Ошибка обновления в Банкомат5;Ошибка совместимости;0;78
ЗажеваннаяКупюра;17.10.2023 19:48;Банкомат89;Пользователь77;Купюра зажевана в Банкомат89;1000;1;70
ПроверкаКассеты;17.10.2023 19:51;Банкомат56;Пользователь94;Проверка состояния кассеты в Банкомат56;Нуждается в замене;1;73
СостояниеУстройстваИзменено;17.10.2023 19:53;Банкомат57;Пользователь62;Состояние устройства Банкомат57 изменилось;Закрыто;0;56
ЗаменаКартриджа;17.10.2023 19:54;Банкомат23;Пользователь2;Замена картриджа в Банкомат23;Не удалось;0;63
ПроверкаСостоянияКлавиатуры;17.10.2023 19:57;Банкомат79;Пользователь9;Проверка состояния клавиатуры в Банкомат79;Клавиатура не работает;0;58
ОбработкаЗапроса;17.10.2023 19:59;Банкомат19;Пользователь20;Обработка запроса пользователя Пользователь20 в Банкомат19;;0;86
ОшибкаТехническая;17.10.2023 20:00;Банкомат54;Пользователь41;Техническая ошибка в Банкомат54;Ошибка питания;0;82
ОшибкаЖесткогоДиска;17.10.2023 20:04;Банкомат36;Пользователь43;Ошибка жесткого диска в Банкомат36;Ошибка чтения;0;84
ОшибкаПечати;17.10.2023 20:05;Банкомат22;Пользователь32;Ошибка печати в Банкомат22;Ошибка механизма;1;51
ЗавершениеТранзакции;17.10.2023 20:09;Банкомат72;Пользователь48;Транзакция завершена в Банкомат72;Успешно;0;62
ВходПользователя;17.10.2023 20:14;Банкомат31;Пользователь40;Пользователь Пользователь40 вошел в систему в Банкомат31;;0;67
ЗаменаКассеты;17.10.2023 20:17;Банкомат62;Пользователь53;Кассета заменена в Банкомат62;1991;1;87
ОшибкаТехническая;17.10.2023 20:21;Банкомат44;Пользователь62;Техническая ошибка в Банкомат44;Ошибка питания;1;100
УстановкаОбновлений;17.10.2023 20:22;Банкомат89;Пользователь49;Установка обновлений в Банкомат89;Не удалось;1;92
ОшибкаВыдачиНаличности;17.10.2023 20:27;Банкомат12;Пользователь47;Ошибка выдачи наличности в Банкомат12;Купюры отсутствуют;1;67
ОтказВОбслуживании;17.10.2023 20:31;Банкомат17;Пользователь54;Отказ в обслуживании в Банкомат17;Нет наличных;0;53
ПроверкаСостоянияСвязи;17.10.2023 20:35;Банкомат72;Пользователь9;Проверка состояния связи в Банкомат72;Плохое;1;80
СбросНастроек;17.10.2023 20:35;Банкомат63;Пользователь9;Сброс настроек в Банкомат63;Настройки сброшены;0;54
ЗажеваннаяКупюра;17.10.2023 20:38;Банкомат93;Пользователь96;Купюра зажевана в Банкомат93;500;1;100
ВнесениеНаличных;17.10.2023 20:38;Банкомат86;Пользователь5;Пользователь Пользователь5 внес 543 рублей в Банкомат86;543;1;97
ОшибкаКарт;17.10.2023 20:41;Банкомат4;Пользователь66;Ошибка при считывании карты в Банкомат4;Карта не распознана;0;99
ВходПользователя;17.10.2023 20:43;Банкомат23;Пользователь87;Пользователь Пользователь87 вошел в систему в Банкомат23;;0;83
ВходПользователя;17.10.2023 20:47;Банкомат88;Пользователь50;Пользователь Пользователь50 вошел в систему в Банкомат88;;0;91
ОбработкаЗапроса;17.10.2023 20:51;Банкомат80;Пользователь10;Обработка запроса пользователя Пользователь10 в Банкомат80;;1;88
ОтказВОбслуживании;17.10.2023 20:51;Банкомат45;Пользователь64;Отказ в обслуживании в Банкомат45;Техническая ошибка;1;53
СбросНастроек;17.10.2023 20:53;Банкомат49;Пользователь65;Сброс настроек в Банкомат49;Настройки сброшены;1;70
ПроверкаСистемныхЛогов;17.10.2023 20:56;Банкомат27;Пользователь12;Проверка системных логов в Банкомат27;Найдены ошибки;0;65
ОтказВОбслуживании;17.10.2023 21:01;Банкомат62;Пользователь50;Отказ в обслуживании в Банкомат62;Нет наличных;0;53
Предупреждение;17.10.2023 21:05;Банкомат55;Пользователь42;Предупреждение в Банкомат55;Ошибка связи;1;55
ЗаменаКартриджа;17.10.2023 21:07;Банкомат5;Пользователь97;Замена картриджа в Банкомат5;Не удалось;1;91
ПроверкаКассеты;17.10.2023 21:08;Банкомат72;Пользователь60;Проверка состояния кассеты в Банкомат72;Хорошее;0;91
ПроверкаСостоянияСвязи;17.10.2023 21:10;Банкомат70;Пользователь79;Проверка состояния связи в Банкомат70;Плохое;0;80
ОшибкаПечати;17.10.2023 21:13;Банкомат63;Пользователь10;Ошибка печати в Банкомат63;Нет бумаги;1;74
ПроверкаОбновлений;17.10.2023 21:16;Банкомат37;Пользователь14;Проверка обновлений в Банкомат37;Обновления отсутствуют;1;65
ПроверкаСостоянияКарт;17.10.2023 21:18;Банкомат17;Пользователь33;Проверка состояния карт в Банкомат17;Некоторые карты повреждены;0;83
ЗагрузкаПроцессораВысокая;17.10.2023 21:20;Банкомат25;Пользователь88;Высокая загрузка процессора в Банкомат25;96;0;74
СигнализацияОшибки;17.10.2023 21:23;Банкомат18;Пользователь8;Сигнализация ошибки в Банкомат18;Ошибка механизма;1;64
ПроверкаСостоянияКарт;17.10.2023 21:25;Банкомат66;Пользователь41;Проверка состояния карт в Банкомат66;Все карты в порядке;1;90
ОшибкаПечати;17.10.2023 21:29;Банкомат69;Пользователь86;Ошибка печати в Банкомат69;Нет бумаги;0;63
ОбслуживаниеТребуется;17.10.2023 21:34;Банкомат71;Пользователь94;Требуется обслуживание Банкомат71;Профилактическое;1;83
ПроверкаСостоянияКлавиатуры;17.10.2023 21:36;Банкомат47;Пользователь18;Проверка состояния клавиатуры в Банкомат47;Клавиатура работает;1;73
ОтказВОбслуживании;17.10.2023 21:37;Банкомат48;Пользователь37;Отказ в обслуживании в Банкомат48;Нет наличных;0;53
СостояниеПриемаКупюр;17.10.2023 21:41;Банкомат70;Пользователь72;Состояние устройства приема купюр в Банкомат70 проверено;Не работает;0;100
ПроверкаСостоянияПечати;17.10.2023 21:42;Банкомат48;Пользователь32;Проверка состояния печати в Банкомат48;Принтер не работает;1;92
ЗавершениеТранзакции;17.10.2023 21:46;Банкомат54;Пользователь100;Транзакция завершена в Банкомат54;Не удалось;1;93
ОшибкаСинхронизацииДанных;17.10.2023 21:51;Банкомат3;Пользователь75;Ошибка синхронизации данных в Банкомат3;Проблема с сетью;1;70
ПроверкаСостоянияКлавиатуры;17.10.2023 21:53;Банкомат67;Пользователь39;Проверка состояния клавиатуры в Банкомат67;Клавиатура не работает;0;52
ВыходПользователя;17.10.2023 21:55;Банкомат96;Пользователь32;Пользователь Пользователь32 вышел из системы в Банкомат96;;1;67
ОшибкаОбновления;17.10.2023 21:59;Банкомат69;Пользователь51;Ошибка обновления в Банкомат69;Ошибка сети;0;60
ОшибкаТехническая;17.10.2023 22:02;Банкомат57;Пользователь66;Техническая ошибка в Банкомат57;Ошибка связи;1;78
ЗаменаКартриджа;17.10.2023 22:03;Банкомат28;Пользователь96;Замена картриджа в Банкомат28;Не удалось;0;54
ПроблемаСоСвязью;17.10.2023 22:07;Банкомат89;Пользователь45;Проблема со связью в Банкомат89;Слабый сигнал;0;50
ОжиданиеПользователя;17.10.2023 22:07;Банкомат86;Пользователь7;Ожидание действия от пользователя в Банкомат86;;0;56
ПроверкаСостоянияСвязи;17.10.2023 22:11;Банкомат90;Пользователь2;Проверка состояния связи в Банкомат90;Плохое;0;84
СбросНастроек;17.10.2023 22:13;Банкомат54;Пользователь73;Сброс настроек в Банкомат54;Настройки сброшены;1;65
ОшибкаКарт;17.10.2023 22:14;Банкомат98;Пользователь100;Ошибка при считывании карты в Банкомат98;Карта не распознана;0;94
