EventType,Timestamp,DeviceID,User  ID,Details,Value,predicted_has_error,datetime,Date,fl_work,work_time_per
ПроблемаСоСвязью,2023-10-15 19:43:25,Банкомат86,Пользователь62,Проблема со связью в Банкомат86,Слабый сигнал,True,2023-10-15 19:43:25,2023-10-15,1,83
ОшибкаПечати,2023-10-15 19:47:24,Банкомат56,Пользователь43,Ошибка печати в Банкомат56,Ошибка механизма,True,2023-10-15 19:47:24,2023-10-15,0,58
ОтказВОбслуживании,2023-10-15 19:56:20,Банкомат52,Пользователь91,Отказ в обслуживании в Банкомат52,Техническая ошибка,True,2023-10-15 19:56:20,2023-10-15,1,83
УстановкаОбновлений,2023-10-15 20:01:40,Банкомат97,Пользователь57,Установка обновлений в Банкомат97,Не удалось,True,2023-10-15 20:01:40,2023-10-15,1,65
ОбновлениеБезопасности,2023-10-15 20:05:02,Банкомат67,Пользователь10,Обновление систем безопасности в Банкомат67,Успешно,False,2023-10-15 20:05:02,2023-10-15,0,66
ЗавершениеТранзакции,2023-10-15 20:05:26,Банкомат70,Пользователь42,Транзакция завершена в Банкомат70,Не удалось,True,2023-10-15 20:05:26,2023-10-15,1,57
ПроверкаСостоянияПечати,2023-10-15 20:08:07,Банкомат73,Пользователь42,Проверка состояния печати в Банкомат73,Принтер работает,False,2023-10-15 20:08:07,2023-10-15,0,72
ОшибкаОбновления,2023-10-15 20:13:03,Банкомат58,Пользователь47,Ошибка обновления в Банкомат58,Ошибка совместимости,True,2023-10-15 20:13:03,2023-10-15,0,77
СостояниеУстройстваИзменено,2023-10-15 20:21:40,Банкомат7,Пользователь21,Состояние устройства Банкомат7 изменилось,Открыто,False,2023-10-15 20:21:40,2023-10-15,0,74
ОшибкаСети,2023-10-15 20:25:52,Банкомат64,Пользователь70,Ошибка сети в Банкомат64,Нет соединения,True,2023-10-15 20:25:52,2023-10-15,1,87
ПроверкаСостоянияКарт,2023-10-15 20:28:07,Банкомат92,Пользователь40,Проверка состояния карт в Банкомат92,Некоторые карты повреждены,False,2023-10-15 20:28:07,2023-10-15,1,62
ЗавершениеТранзакции,2023-10-15 20:31:11,Банкомат27,Пользователь54,Транзакция завершена в Банкомат27,Не удалось,True,2023-10-15 20:31:11,2023-10-15,0,94
СигнализацияОшибки,2023-10-15 20:35:14,Банкомат58,Пользователь49,Сигнализация ошибки в Банкомат58,Ошибка связи,True,2023-10-15 20:35:14,2023-10-15,1,88
ОбновлениеПрограммногоОбеспечения,2023-10-15 20:39:38,Банкомат17,Пользователь51,Обновление ПО в Банкомат17,Успешно,False,2023-10-15 20:39:38,2023-10-15,0,83
ПроверкаСистемныхЛогов,2023-10-15 20:40:13,Банкомат39,Пользователь3,Проверка системных логов в Банкомат39,Ошибок не найдено,True,2023-10-15 20:40:13,2023-10-15,0,90
ПроверкаСостоянияКлавиатуры,2023-10-15 20:41:41,Банкомат66,Пользователь98,Проверка состояния клавиатуры в Банкомат66,Клавиатура не работает,True,2023-10-15 20:41:41,2023-10-15,1,84
ПроверкаСостоянияКарт,2023-10-15 20:42:12,Банкомат47,Пользователь75,Проверка состояния карт в Банкомат47,Все карты в порядке,False,2023-10-15 20:42:12,2023-10-15,1,54
ОбслуживаниеТребуется,2023-10-15 20:44:41,Банкомат99,Пользователь61,Требуется обслуживание Банкомат99,Техническое,False,2023-10-15 20:44:41,2023-10-15,1,98
ОшибкаПечати,2023-10-15 20:50:58,Банкомат59,Пользователь45,Ошибка печати в Банкомат59,Нет бумаги,True,2023-10-15 20:50:58,2023-10-15,1,83
УстановкаОбновлений,2023-10-15 20:57:44,Банкомат47,Пользователь40,Установка обновлений в Банкомат47,Успешно,False,2023-10-15 20:57:44,2023-10-15,1,59
ОшибкаОбновления,2023-10-15 21:02:06,Банкомат12,Пользователь52,Ошибка обновления в Банкомат12,Ошибка совместимости,True,2023-10-15 21:02:06,2023-10-15,0,78
ОбновлениеПрограммногоОбеспечения,2023-10-15 21:04:44,Банкомат50,Пользователь85,Обновление ПО в Банкомат50,Успешно,False,2023-10-15 21:04:44,2023-10-15,1,97
ОшибкаСинхронизацииДанных,2023-10-15 21:04:57,Банкомат27,Пользователь70,Ошибка синхронизации данных в Банкомат27,Проблема с сетью,True,2023-10-15 21:04:57,2023-10-15,0,72
ЗаменаКартриджа,2023-10-15 21:09:14,Банкомат59,Пользователь53,Замена картриджа в Банкомат59,Успешно,False,2023-10-15 21:09:14,2023-10-15,1,54
УстановкаОбновлений,2023-10-15 21:09:16,Банкомат42,Пользователь94,Установка обновлений в Банкомат42,Успешно,False,2023-10-15 21:09:16,2023-10-15,0,55
СостояниеКартриджа,2023-10-15 21:17:19,Банкомат7,Пользователь19,Состояние картриджа проверено в Банкомат7,Полный,False,2023-10-15 21:17:19,2023-10-15,0,82
УстановкаОбновлений,2023-10-15 21:27:56,Банкомат35,Пользователь77,Установка обновлений в Банкомат35,Успешно,False,2023-10-15 21:27:56,2023-10-15,0,58
ОтказВОбслуживании,2023-10-15 21:36:05,Банкомат16,Пользователь95,Отказ в обслуживании в Банкомат16,Техническая ошибка,True,2023-10-15 21:36:05,2023-10-15,1,90
ПроверкаЭнергоснабжения,2023-10-15 21:36:43,Банкомат59,Пользователь26,Проверка состояния энергоснабжения в Банкомат59,Энергоснабжение в порядке,False,2023-10-15 21:36:43,2023-10-15,1,60
ПроблемаСоСвязью,2023-10-15 21:45:45,Банкомат3,Пользователь54,Проблема со связью в Банкомат3,Потеря соединения,False,2023-10-15 21:45:45,2023-10-15,0,61
ТестированиеУстройства,2023-10-15 21:49:13,Банкомат79,Пользователь9,Тестирование устройства Банкомат79 завершено,Успешно,False,2023-10-15 21:49:13,2023-10-15,0,80
ЗавершениеТранзакции,2023-10-15 21:56:10,Банкомат33,Пользователь39,Транзакция завершена в Банкомат33,Не удалось,True,2023-10-15 21:56:10,2023-10-15,1,57
ПроверкаОбновлений,2023-10-15 21:58:41,Банкомат85,Пользователь74,Проверка обновлений в Банкомат85,Обновления отсутствуют,False,2023-10-15 21:58:41,2023-10-15,1,50
ПроверкаЭнергоснабжения,2023-10-15 22:04:25,Банкомат80,Пользователь88,Проверка состояния энергоснабжения в Банкомат80,Энергоснабжение в порядке,False,2023-10-15 22:04:25,2023-10-15,1,57
ОшибкаСети,2023-10-15 22:11:31,Банкомат70,Пользователь90,Ошибка сети в Банкомат70,Нет соединения,True,2023-10-15 22:11:31,2023-10-15,0,79
ТестированиеСистемы,2023-10-15 22:16:53,Банкомат23,Пользователь74,Тестирование системы в Банкомат23,Некоторые системы не работают,True,2023-10-15 22:16:53,2023-10-15,0,82
ОтказВОбслуживании,2023-10-15 22:17:51,Банкомат83,Пользователь76,Отказ в обслуживании в Банкомат83,Нет наличных,True,2023-10-15 22:17:51,2023-10-15,1,98
СостояниеПриемаКупюр,2023-10-15 22:24:33,Банкомат72,Пользователь51,Состояние устройства приема купюр в Банкомат72 проверено,Работает,False,2023-10-15 22:24:33,2023-10-15,1,52
ТестированиеУстройства,2023-10-15 22:32:39,Банкомат4,Пользователь52,Тестирование устройства Банкомат4 завершено,Не удалось,True,2023-10-15 22:32:39,2023-10-15,0,51
ОбслуживаниеТребуется,2023-10-15 22:33:18,Банкомат100,Пользователь59,Требуется обслуживание Банкомат100,Техническое,False,2023-10-15 22:33:18,2023-10-15,0,82
ОшибкаЖесткогоДиска,2023-10-15 22:36:09,Банкомат52,Пользователь82,Ошибка жесткого диска в Банкомат52,Ошибка чтения,True,2023-10-15 22:36:09,2023-10-15,0,62
ПроблемаСоСвязью,2023-10-15 22:39:04,Банкомат38,Пользователь37,Проблема со связью в Банкомат38,Потеря соединения,False,2023-10-15 22:39:04,2023-10-15,0,98
ОбновлениеБезопасности,2023-10-15 22:43:16,Банкомат39,Пользователь65,Обновление систем безопасности в Банкомат39,Успешно,False,2023-10-15 22:43:16,2023-10-15,1,95
СостояниеПриемаКупюр,2023-10-15 22:48:58,Банкомат64,Пользователь39,Состояние устройства приема купюр в Банкомат64 проверено,Не работает,True,2023-10-15 22:48:58,2023-10-15,0,53
ОшибкаСинхронизацииДанных,2023-10-15 22:54:30,Банкомат3,Пользователь36,Ошибка синхронизации данных в Банкомат3,Неверные данные,False,2023-10-15 22:54:30,2023-10-15,1,72
ОшибкаТехническая,2023-10-15 23:03:42,Банкомат12,Пользователь10,Техническая ошибка в Банкомат12,Ошибка питания,True,2023-10-15 23:03:42,2023-10-15,0,52
ТестированиеСистемы,2023-10-15 23:04:09,Банкомат83,Пользователь63,Тестирование системы в Банкомат83,Некоторые системы не работают,True,2023-10-15 23:04:09,2023-10-15,0,91
ОшибкаОбновления,2023-10-15 23:08:29,Банкомат17,Пользователь78,Ошибка обновления в Банкомат17,Ошибка совместимости,True,2023-10-15 23:08:29,2023-10-15,0,67
ЗаменаКартриджа,2023-10-15 23:09:30,Банкомат43,Пользователь86,Замена картриджа в Банкомат43,Не удалось,True,2023-10-15 23:09:30,2023-10-15,1,65
ПроверкаСистемныхЛогов,2023-10-15 23:10:54,Банкомат9,Пользователь93,Проверка системных логов в Банкомат9,Найдены ошибки,True,2023-10-15 23:10:54,2023-10-15,1,61
ПроблемаСоСвязью,2023-10-15 23:17:15,Банкомат44,Пользователь15,Проблема со связью в Банкомат44,Потеря соединения,False,2023-10-15 23:17:15,2023-10-15,1,90
ОтказВОбслуживании,2023-10-15 23:21:48,Банкомат26,Пользователь51,Отказ в обслуживании в Банкомат26,Техническая ошибка,True,2023-10-15 23:21:48,2023-10-15,0,96
ОшибкаВыдачиНаличности,2023-10-15 23:25:53,Банкомат33,Пользователь97,Ошибка выдачи наличности в Банкомат33,Ошибка механизма,True,2023-10-15 23:25:53,2023-10-15,1,81
ОтказВОбслуживании,2023-10-15 23:27:43,Банкомат9,Пользователь74,Отказ в обслуживании в Банкомат9,Техническая ошибка,True,2023-10-15 23:27:43,2023-10-15,0,71
ПроверкаСостоянияКарт,2023-10-15 23:36:42,Банкомат36,Пользователь17,Проверка состояния карт в Банкомат36,Некоторые карты повреждены,False,2023-10-15 23:36:42,2023-10-15,1,70
ОшибкаЖесткогоДиска,2023-10-15 23:41:17,Банкомат27,Пользователь98,Ошибка жесткого диска в Банкомат27,Нет свободного места,True,2023-10-15 23:41:17,2023-10-15,1,98
ПроверкаКассеты,2023-10-15 23:51:50,Банкомат51,Пользователь48,Проверка состояния кассеты в Банкомат51,Нуждается в замене,False,2023-10-15 23:51:50,2023-10-15,0,78
ПроверкаСостоянияПечати,2023-10-15 23:53:49,Банкомат55,Пользователь87,Проверка состояния печати в Банкомат55,Принтер работает,False,2023-10-15 23:53:49,2023-10-15,1,74
ТестированиеУстройства,2023-10-15 23:58:30,Банкомат49,Пользователь11,Тестирование устройства Банкомат49 завершено,Не удалось,True,2023-10-15 23:58:30,2023-10-15,0,62
ПроблемаСоСвязью,2023-10-16 00:02:44,Банкомат6,Пользователь64,Проблема со связью в Банкомат6,Слабый сигнал,True,2023-10-16 00:02:44,2023-10-16,1,66
ОтказВОбслуживании,2023-10-16 00:05:18,Банкомат76,Пользователь1,Отказ в обслуживании в Банкомат76,Нет наличных,True,2023-10-16 00:05:18,2023-10-16,0,86
ОшибкаСети,2023-10-16 00:10:56,Банкомат39,Пользователь48,Ошибка сети в Банкомат39,Потеря пакетов,False,2023-10-16 00:10:56,2023-10-16,1,83
ЗаменаКартриджа,2023-10-16 00:16:48,Банкомат98,Пользователь93,Замена картриджа в Банкомат98,Не удалось,True,2023-10-16 00:16:48,2023-10-16,0,80
ОтказВОбслуживании,2023-10-16 00:18:28,Банкомат9,Пользователь32,Отказ в обслуживании в Банкомат9,Нет наличных,True,2023-10-16 00:18:28,2023-10-16,1,88
ПроверкаСостоянияКлавиатуры,2023-10-16 00:23:18,Банкомат40,Пользователь80,Проверка состояния клавиатуры в Банкомат40,Клавиатура работает,False,2023-10-16 00:23:18,2023-10-16,1,76
ОбновлениеПрограммногоОбеспечения,2023-10-16 00:29:34,Банкомат76,Пользователь34,Обновление ПО в Банкомат76,Успешно,False,2023-10-16 00:29:34,2023-10-16,0,51
ОшибкаВыдачиНаличности,2023-10-16 00:29:45,Банкомат47,Пользователь41,Ошибка выдачи наличности в Банкомат47,Купюры отсутствуют,False,2023-10-16 00:29:45,2023-10-16,0,87
ПроверкаСостоянияСвязи,2023-10-16 00:32:03,Банкомат30,Пользователь46,Проверка состояния связи в Банкомат30,Хорошее,False,2023-10-16 00:32:03,2023-10-16,1,70
ОтказВОбслуживании,2023-10-16 00:33:55,Банкомат84,Пользователь99,Отказ в обслуживании в Банкомат84,Нет наличных,True,2023-10-16 00:33:55,2023-10-16,0,59
ПроверкаСостоянияКлавиатуры,2023-10-16 00:36:51,Банкомат61,Пользователь40,Проверка состояния клавиатуры в Банкомат61,Клавиатура работает,False,2023-10-16 00:36:51,2023-10-16,0,52
ОшибкаСети,2023-10-16 00:37:01,Банкомат5,Пользователь51,Ошибка сети в Банкомат5,Потеря пакетов,False,2023-10-16 00:37:01,2023-10-16,0,84
ПроверкаКассеты,2023-10-16 00:43:39,Банкомат86,Пользователь92,Проверка состояния кассеты в Банкомат86,Хорошее,False,2023-10-16 00:43:39,2023-10-16,0,62
ОбновлениеБезопасности,2023-10-16 00:46:43,Банкомат46,Пользователь31,Обновление систем безопасности в Банкомат46,Успешно,False,2023-10-16 00:46:43,2023-10-16,1,53
ОтказВОбслуживании,2023-10-16 00:48:58,Банкомат4,Пользователь68,Отказ в обслуживании в Банкомат4,Нет наличных,True,2023-10-16 00:48:58,2023-10-16,0,70
СигнализацияОшибки,2023-10-16 00:52:59,Банкомат88,Пользователь12,Сигнализация ошибки в Банкомат88,Ошибка связи,True,2023-10-16 00:52:59,2023-10-16,0,97
ПроверкаСостоянияКарт,2023-10-16 00:54:09,Банкомат12,Пользователь36,Проверка состояния карт в Банкомат12,Все карты в порядке,False,2023-10-16 00:54:09,2023-10-16,1,75
ОшибкаОбновления,2023-10-16 00:59:09,Банкомат40,Пользователь10,Ошибка обновления в Банкомат40,Ошибка совместимости,True,2023-10-16 00:59:09,2023-10-16,0,71
АварийноеВыключение,2023-10-16 01:01:30,Банкомат37,Пользователь63,Аварийное отключение устройства Банкомат37,Устройство отключено,True,2023-10-16 01:01:30,2023-10-16,0,97
ПроверкаСостоянияПечати,2023-10-16 01:05:43,Банкомат38,Пользователь86,Проверка состояния печати в Банкомат38,Принтер не работает,True,2023-10-16 01:05:43,2023-10-16,0,71
ПроверкаСостоянияПечати,2023-10-16 01:13:42,Банкомат2,Пользователь54,Проверка состояния печати в Банкомат2,Принтер работает,False,2023-10-16 01:13:42,2023-10-16,1,91
ОшибкаСети,2023-10-16 01:22:05,Банкомат95,Пользователь71,Ошибка сети в Банкомат95,Потеря пакетов,False,2023-10-16 01:22:05,2023-10-16,1,92
ПроверкаКассеты,2023-10-16 01:30:08,Банкомат63,Пользователь81,Проверка состояния кассеты в Банкомат63,Нуждается в замене,False,2023-10-16 01:30:08,2023-10-16,1,68
ОшибкаЖесткогоДиска,2023-10-16 01:32:03,Банкомат30,Пользователь48,Ошибка жесткого диска в Банкомат30,Ошибка чтения,True,2023-10-16 01:32:03,2023-10-16,0,71
ПроверкаЭнергоснабжения,2023-10-16 01:33:53,Банкомат79,Пользователь96,Проверка состояния энергоснабжения в Банкомат79,Энергоснабжение в порядке,False,2023-10-16 01:33:53,2023-10-16,0,65
ОшибкаОбновления,2023-10-16 01:40:10,Банкомат20,Пользователь59,Ошибка обновления в Банкомат20,Ошибка сети,True,2023-10-16 01:40:10,2023-10-16,0,97
ОшибкаСети,2023-10-16 01:45:00,Банкомат90,Пользователь52,Ошибка сети в Банкомат90,Потеря пакетов,False,2023-10-16 01:45:00,2023-10-16,1,53
ТестированиеУстройства,2023-10-16 01:48:29,Банкомат67,Пользователь22,Тестирование устройства Банкомат67 завершено,Не удалось,True,2023-10-16 01:48:29,2023-10-16,1,52
ПроверкаСостоянияПечати,2023-10-16 01:53:20,Банкомат5,Пользователь49,Проверка состояния печати в Банкомат5,Принтер работает,False,2023-10-16 01:53:20,2023-10-16,1,58
ОбновлениеБезопасности,2023-10-16 01:55:49,Банкомат63,Пользователь56,Обновление систем безопасности в Банкомат63,Не удалось,True,2023-10-16 01:55:49,2023-10-16,1,96
ОшибкаСети,2023-10-16 02:04:07,Банкомат93,Пользователь91,Ошибка сети в Банкомат93,Нет соединения,True,2023-10-16 02:04:07,2023-10-16,1,83
СостояниеПриемаКупюр,2023-10-16 02:05:03,Банкомат82,Пользователь7,Состояние устройства приема купюр в Банкомат82 проверено,Не работает,True,2023-10-16 02:05:03,2023-10-16,0,58
ОшибкаВыдачиНаличности,2023-10-16 02:08:22,Банкомат34,Пользователь62,Ошибка выдачи наличности в Банкомат34,Купюры отсутствуют,False,2023-10-16 02:08:22,2023-10-16,1,54
ОшибкаСети,2023-10-16 02:08:39,Банкомат94,Пользователь43,Ошибка сети в Банкомат94,Потеря пакетов,False,2023-10-16 02:08:39,2023-10-16,0,93
ОшибкаВыдачиНаличности,2023-10-16 02:08:48,Банкомат55,Пользователь21,Ошибка выдачи наличности в Банкомат55,Ошибка механизма,True,2023-10-16 02:08:48,2023-10-16,1,66
СостояниеПриемаКупюр,2023-10-16 02:11:58,Банкомат1,Пользователь95,Состояние устройства приема купюр в Банкомат1 проверено,Не работает,True,2023-10-16 02:11:58,2023-10-16,0,51
ОшибкаТехническая,2023-10-16 02:20:55,Банкомат76,Пользователь3,Техническая ошибка в Банкомат76,Ошибка связи,True,2023-10-16 02:20:55,2023-10-16,1,87
АварийноеВыключение,2023-10-16 02:30:43,Банкомат49,Пользователь90,Аварийное отключение устройства Банкомат49,Устройство отключено,True,2023-10-16 02:30:43,2023-10-16,1,74
ОшибкаСети,2023-10-16 02:38:19,Банкомат48,Пользователь67,Ошибка сети в Банкомат48,Нет соединения,True,2023-10-16 02:38:19,2023-10-16,1,93
ОшибкаВыдачиНаличности,2023-10-16 02:41:28,Банкомат62,Пользователь94,Ошибка выдачи наличности в Банкомат62,Купюры отсутствуют,False,2023-10-16 02:41:28,2023-10-16,0,72
ЗаменаКартриджа,2023-10-16 02:41:36,Банкомат48,Пользователь67,Замена картриджа в Банкомат48,Успешно,False,2023-10-16 02:41:36,2023-10-16,0,85
ОшибкаСети,2023-10-16 02:47:34,Банкомат55,Пользователь97,Ошибка сети в Банкомат55,Нет соединения,True,2023-10-16 02:47:34,2023-10-16,1,51
ПроверкаСостоянияКарт,2023-10-16 02:52:08,Банкомат65,Пользователь46,Проверка состояния карт в Банкомат65,Некоторые карты повреждены,False,2023-10-16 02:52:08,2023-10-16,0,99
ПроверкаСостоянияСвязи,2023-10-16 02:56:18,Банкомат83,Пользователь94,Проверка состояния связи в Банкомат83,Плохое,True,2023-10-16 02:56:18,2023-10-16,1,91
ПроверкаСостоянияСвязи,2023-10-16 02:57:30,Банкомат66,Пользователь93,Проверка состояния связи в Банкомат66,Плохое,True,2023-10-16 02:57:30,2023-10-16,1,50
ОшибкаПечати,2023-10-16 03:05:44,Банкомат39,Пользователь30,Ошибка печати в Банкомат39,Ошибка механизма,True,2023-10-16 03:05:44,2023-10-16,1,72
ТестированиеСистемы,2023-10-16 03:07:04,Банкомат18,Пользователь16,Тестирование системы в Банкомат18,Все системы работают,False,2023-10-16 03:07:04,2023-10-16,0,50
ОтказВОбслуживании,2023-10-16 03:11:04,Банкомат11,Пользователь21,Отказ в обслуживании в Банкомат11,Техническая ошибка,True,2023-10-16 03:11:04,2023-10-16,1,65
СостояниеПриемаКупюр,2023-10-16 03:15:08,Банкомат61,Пользователь23,Состояние устройства приема купюр в Банкомат61 проверено,Работает,False,2023-10-16 03:15:08,2023-10-16,0,63
ЗаменаКартриджа,2023-10-16 03:21:03,Банкомат98,Пользователь37,Замена картриджа в Банкомат98,Не удалось,True,2023-10-16 03:21:03,2023-10-16,0,69
СостояниеУстройстваИзменено,2023-10-16 03:23:20,Банкомат2,Пользователь97,Состояние устройства Банкомат2 изменилось,Закрыто,False,2023-10-16 03:23:20,2023-10-16,1,83
ПроверкаСостоянияПечати,2023-10-16 03:24:55,Банкомат83,Пользователь38,Проверка состояния печати в Банкомат83,Принтер работает,False,2023-10-16 03:24:55,2023-10-16,0,93
СигнализацияОшибки,2023-10-16 03:35:42,Банкомат3,Пользователь35,Сигнализация ошибки в Банкомат3,Ошибка механизма,True,2023-10-16 03:35:42,2023-10-16,1,99
ПроверкаСостоянияСвязи,2023-10-16 03:35:55,Банкомат9,Пользователь10,Проверка состояния связи в Банкомат9,Плохое,True,2023-10-16 03:35:55,2023-10-16,0,88
ПроверкаСостоянияКарт,2023-10-16 03:46:40,Банкомат29,Пользователь28,Проверка состояния карт в Банкомат29,Все карты в порядке,False,2023-10-16 03:46:40,2023-10-16,1,77
ПроверкаСостоянияСвязи,2023-10-16 03:48:50,Банкомат50,Пользователь78,Проверка состояния связи в Банкомат50,Хорошее,False,2023-10-16 03:48:50,2023-10-16,1,79
ПроверкаСостоянияКлавиатуры,2023-10-16 03:49:41,Банкомат87,Пользователь55,Проверка состояния клавиатуры в Банкомат87,Клавиатура работает,False,2023-10-16 03:49:41,2023-10-16,0,77
ОшибкаСети,2023-10-16 03:54:43,Банкомат94,Пользователь92,Ошибка сети в Банкомат94,Нет соединения,True,2023-10-16 03:54:43,2023-10-16,1,95
ОбслуживаниеТребуется,2023-10-16 03:59:04,Банкомат58,Пользователь35,Требуется обслуживание Банкомат58,Техническое,False,2023-10-16 03:59:04,2023-10-16,1,87
ПроверкаСостоянияСвязи,2023-10-16 04:05:45,Банкомат4,Пользователь72,Проверка состояния связи в Банкомат4,Хорошее,False,2023-10-16 04:05:45,2023-10-16,0,83
СостояниеКартриджа,2023-10-16 04:09:35,Банкомат89,Пользователь89,Состояние картриджа проверено в Банкомат89,Полный,False,2023-10-16 04:09:35,2023-10-16,0,65
ОшибкаОбновления,2023-10-16 04:13:59,Банкомат49,Пользователь8,Ошибка обновления в Банкомат49,Ошибка совместимости,True,2023-10-16 04:13:59,2023-10-16,1,50
ПроблемаСоСвязью,2023-10-16 04:16:28,Банкомат72,Пользователь7,Проблема со связью в Банкомат72,Слабый сигнал,True,2023-10-16 04:16:28,2023-10-16,1,76
ОшибкаСети,2023-10-16 04:21:21,Банкомат89,Пользователь68,Ошибка сети в Банкомат89,Нет соединения,True,2023-10-16 04:21:21,2023-10-16,1,58
ПроверкаОбновлений,2023-10-16 04:31:42,Банкомат15,Пользователь57,Проверка обновлений в Банкомат15,Обновления доступны,False,2023-10-16 04:31:42,2023-10-16,1,98
ПроверкаСистемныхЛогов,2023-10-16 04:38:02,Банкомат8,Пользователь9,Проверка системных логов в Банкомат8,Ошибок не найдено,True,2023-10-16 04:38:02,2023-10-16,0,99
ОбслуживаниеТребуется,2023-10-16 04:42:02,Банкомат34,Пользователь92,Требуется обслуживание Банкомат34,Техническое,False,2023-10-16 04:42:02,2023-10-16,1,50
АварийноеВыключение,2023-10-16 04:52:06,Банкомат21,Пользователь84,Аварийное отключение устройства Банкомат21,Устройство отключено,True,2023-10-16 04:52:06,2023-10-16,1,55
ПроверкаСостоянияСвязи,2023-10-16 04:53:36,Банкомат15,Пользователь16,Проверка состояния связи в Банкомат15,Хорошее,False,2023-10-16 04:53:36,2023-10-16,1,71
ПроверкаЭнергоснабжения,2023-10-16 04:57:59,Банкомат64,Пользователь76,Проверка состояния энергоснабжения в Банкомат64,Энергоснабжение в порядке,False,2023-10-16 04:57:59,2023-10-16,1,53
ПроверкаСистемныхЛогов,2023-10-16 04:58:19,Банкомат31,Пользователь12,Проверка системных логов в Банкомат31,Ошибок не найдено,True,2023-10-16 04:58:19,2023-10-16,1,82
СостояниеПриемаКупюр,2023-10-16 05:08:04,Банкомат44,Пользователь85,Состояние устройства приема купюр в Банкомат44 проверено,Не работает,True,2023-10-16 05:08:04,2023-10-16,1,60
ОшибкаТехническая,2023-10-16 05:12:07,Банкомат66,Пользователь79,Техническая ошибка в Банкомат66,Ошибка связи,True,2023-10-16 05:12:07,2023-10-16,0,85
ТестированиеСистемы,2023-10-16 05:21:11,Банкомат44,Пользователь75,Тестирование системы в Банкомат44,Некоторые системы не работают,True,2023-10-16 05:21:11,2023-10-16,0,83
ПроверкаЭнергоснабжения,2023-10-16 05:22:15,Банкомат22,Пользователь44,Проверка состояния энергоснабжения в Банкомат22,Энергоснабжение в порядке,False,2023-10-16 05:22:15,2023-10-16,0,61
ПроверкаОбновлений,2023-10-16 05:27:11,Банкомат37,Пользователь67,Проверка обновлений в Банкомат37,Обновления отсутствуют,False,2023-10-16 05:27:11,2023-10-16,1,80
ТестированиеСистемы,2023-10-16 05:30:48,Банкомат71,Пользователь63,Тестирование системы в Банкомат71,Некоторые системы не работают,True,2023-10-16 05:30:48,2023-10-16,0,61
ПроверкаЭнергоснабжения,2023-10-16 05:43:01,Банкомат98,Пользователь83,Проверка состояния энергоснабжения в Банкомат98,Проблемы с энергоснабжением,True,2023-10-16 05:43:01,2023-10-16,0,96
ТестированиеУстройства,2023-10-16 05:59:53,Банкомат93,Пользователь38,Тестирование устройства Банкомат93 завершено,Не удалось,True,2023-10-16 05:59:53,2023-10-16,1,92
ОшибкаВыдачиНаличности,2023-10-16 06:01:20,Банкомат74,Пользователь25,Ошибка выдачи наличности в Банкомат74,Купюры отсутствуют,False,2023-10-16 06:01:20,2023-10-16,0,99
ПроблемаСоСвязью,2023-10-16 06:04:14,Банкомат26,Пользователь82,Проблема со связью в Банкомат26,Потеря соединения,False,2023-10-16 06:04:14,2023-10-16,1,81
ОшибкаВыдачиНаличности,2023-10-16 06:07:23,Банкомат63,Пользователь21,Ошибка выдачи наличности в Банкомат63,Ошибка механизма,True,2023-10-16 06:07:23,2023-10-16,0,62
ОшибкаТехническая,2023-10-16 06:10:37,Банкомат46,Пользователь66,Техническая ошибка в Банкомат46,Ошибка связи,True,2023-10-16 06:10:37,2023-10-16,0,72
СостояниеУстройстваИзменено,2023-10-16 06:20:56,Банкомат2,Пользователь21,Состояние устройства Банкомат2 изменилось,Открыто,False,2023-10-16 06:20:56,2023-10-16,1,61
ОшибкаЖесткогоДиска,2023-10-16 06:21:14,Банкомат1,Пользователь34,Ошибка жесткого диска в Банкомат1,Нет свободного места,True,2023-10-16 06:21:14,2023-10-16,0,87
ОтказВОбслуживании,2023-10-16 06:23:40,Банкомат18,Пользователь83,Отказ в обслуживании в Банкомат18,Нет наличных,True,2023-10-16 06:23:40,2023-10-16,1,91
ПроверкаСостоянияСвязи,2023-10-16 06:29:59,Банкомат59,Пользователь88,Проверка состояния связи в Банкомат59,Хорошее,False,2023-10-16 06:29:59,2023-10-16,0,93
ПроверкаСистемныхЛогов,2023-10-16 06:30:23,Банкомат60,Пользователь15,Проверка системных логов в Банкомат60,Найдены ошибки,True,2023-10-16 06:30:23,2023-10-16,0,73
ПроверкаСостоянияКарт,2023-10-16 06:30:45,Банкомат59,Пользователь18,Проверка состояния карт в Банкомат59,Все карты в порядке,False,2023-10-16 06:30:45,2023-10-16,1,61
ПроверкаСостоянияКарт,2023-10-16 06:39:09,Банкомат82,Пользователь75,Проверка состояния карт в Банкомат82,Все карты в порядке,False,2023-10-16 06:39:09,2023-10-16,0,56
ЗавершениеТранзакции,2023-10-16 06:46:16,Банкомат26,Пользователь66,Транзакция завершена в Банкомат26,Не удалось,True,2023-10-16 06:46:16,2023-10-16,1,63
ОшибкаСети,2023-10-16 06:48:37,Банкомат69,Пользователь85,Ошибка сети в Банкомат69,Нет соединения,True,2023-10-16 06:48:37,2023-10-16,1,86
СигнализацияОшибки,2023-10-16 06:50:40,Банкомат19,Пользователь75,Сигнализация ошибки в Банкомат19,Ошибка связи,True,2023-10-16 06:50:40,2023-10-16,1,94
